fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i
92,"2520",Gebäude zur Elektrizitätsversorgung,,,"2",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","6",AX_Gebaeude,DEBE04YY50000Op0,1301,UUID_3e32d1ac-c753-44a2-8ee9-40bf6065a66b,,,,,2024/02/05 04:16:19.326,,,,2024/02/05 04:16:19.326,citydb_user,,,1286
93,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000HLH,,,,,,,,,,,,,,,
94,"2520",Gebäude zur Elektrizitätsversorgung,,,"2",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","32",AX_Gebaeude,DEBE04YY50000PiB,904,UUID_bd0d4f3c-e86f-402e-b562-77b7664b659e,,,,,2024/02/05 04:16:18.247,,,,2024/02/05 04:16:18.247,citydb_user,,,876
95,,,,,"4",,,"1200",Höhergeschossiger Gebäudeteil (nicht Hochhaus),,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5eG00003,,,,,,,,,,,,,,,
96,"2523",Umformer,,,"1",,,,,,,,,,"11000004030740020","4200",Aus Katasterkarten digitalisiert,"03074",Mierendorffstraße,,"20","2",AX_Gebaeude,DEBE04YY50000IyF,,,,,,,,,,,,,,,
97,"3044",Gemeindehaus,,,"3",,,,,,,,,,"11000004019690014","4200",Aus Katasterkarten digitalisiert,"01969",Herschelstraße 14,"14",,,AX_Gebaeude,DEBE04YY50000Pat,1909,UUID_a39c7689-42db-4748-a0d9-7ac0101df597,,,,,2024/02/05 04:16:20.273,,,,2024/02/05 04:16:20.273,citydb_user,,,1903
98,,,,,"8",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA00001n,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
99,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Yj1,975,UUID_fd851ef1-35e8-45df-b530-ab4f99842031,,,,,2024/02/05 04:16:18.316,,,,2024/02/05 04:16:18.316,citydb_user,,,968
100,,,,,"8",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA00001m,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
101,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Pov,,,,,,,,,,,,,,,
102,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530008","4200",Aus Katasterkarten digitalisiert,"00653",Bonhoefferufer 8,"8",,,AX_Gebaeude,DEBE04YY50000KBl,1635,UUID_61480af1-c2c5-4908-b339-3bcb0d2b9106,,,,,2024/02/05 04:16:19.881,,,,2024/02/05 04:16:19.881,citydb_user,,,1627
103,"2120",Werkstatt,,,"1",,,,,,,,,,"11000004016320025","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"25","5",AX_Gebaeude,DEBE04YY50000QOl,1313,UUID_07e7d74d-5415-48b2-8cc4-640a289455d7,,,,,2024/02/05 04:16:19.356,,,,2024/02/05 04:16:19.356,citydb_user,,,1300
104,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYJA00001x,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
105,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Yu4,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
106,"2142",Speichergebäude,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","20",AX_Gebaeude,DEBE04YY50000M9i,416,UUID_f0131e40-f5f7-4cc2-abfd-310edba4b038,,,,,2024/02/05 04:16:17.514,,,,2024/02/05 04:16:17.514,citydb_user,,,401
107,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180007","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 7,"7",,,AX_Gebaeude,DEBE04YY500006iV,356,UUID_10312b1e-3367-4193-9272-e675e12ae6c2,,,,,2024/02/05 04:16:17.401,,,,2024/02/05 04:16:17.401,citydb_user,,,338
108,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004021430034","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße 34,"34",,,AX_Gebaeude,DEBE04YY500004aT,1550,UUID_80f8e3c0-d563-4b77-b0c1-17e271a5ade6,,,,,2024/02/05 04:16:19.784,,,,2024/02/05 04:16:19.784,citydb_user,,,1544
109,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YDm,1863,UUID_1dff83bf-6c9b-4d68-96fa-99dbec079ae1,,,,,2024/02/05 04:16:20.200,,,,2024/02/05 04:16:20.200,citydb_user,,,1858
110,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500006YF,1958,UUID_11865357-0e92-405c-849b-625404ebd5bb,,,,,2024/02/05 04:16:20.338,,,,2024/02/05 04:16:20.338,citydb_user,,,1933
111,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000CCv,,,,,,,,,,,,,,,
112,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Cjb,,,,,,,,,,,,,,,
113,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04ALk800000q,,,,,,,,,,,,,,,
114,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY5000019y,914,UUID_a6c73d38-153c-4d48-be66-33286b73fcef,,,,,2024/02/05 04:16:18.253,,,,2024/02/05 04:16:18.253,citydb_user,,,892
115,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYNv0000C1,,,,,,,,,,,,,,,
116,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020040","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 40,"40",,,AX_Gebaeude,DEBE04YY500008uA,996,UUID_37ac61f5-e39f-429c-bc0c-e0186cd07201,,,,,2024/02/05 04:16:18.342,,,,2024/02/05 04:16:18.342,citydb_user,,,967
117,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240099","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 99,"99",,,AX_Gebaeude,DEBE04YY50000Cxk,1797,UUID_d3500497-9f57-47bd-8399-e06ac427cd8d,,,,,2024/02/05 04:16:20.090,,,,2024/02/05 04:16:20.090,citydb_user,,,1786
118,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004021430032","4200",Aus Katasterkarten digitalisiert,"02143, 02289","Ilsenburger Straße 32; Kaiserin-Augusta-Allee 42, 42A",,,,AX_Gebaeude,DEBE04YY500001JV,,,,,,,,,,,,,,,
119,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"2",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"01484","Gaußstraße 23, 23A, 23B",,,,AX_Gebaeude,DEBE00YYeK0000ug,,,,,,,,,,,,,,,
120,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890081","4200",Aus Katasterkarten digitalisiert,"02289, 04202","Kaiserin-Augusta-Allee 81; Sömmeringstraße 42",,,,AX_Gebaeude,DEBE04YY500002Qk,996,UUID_37ac61f5-e39f-429c-bc0c-e0186cd07201,,,,,2024/02/05 04:16:18.342,,,,2024/02/05 04:16:18.342,citydb_user,,,967
121,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020012","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 12,"12",,,AX_Gebaeude,DEBE04YY500006ZN,2471,DEB_LOD2_UUID_20bbbefc-7155-48e9-bd68-771fea7db6a6_fa612c2b-87af-4088-a5a4-d642ba6afc60,,,,,2024/02/05 04:16:21.412,,,,2024/02/05 04:16:21.412,citydb_user,,,2344
122,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004044240001","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg,,"1","1",AX_Gebaeude,DEBE04YY50000GQP,359,UUID_dc90097d-3a3e-47d5-83be-7150fc517b2c,,,,,2024/02/05 04:16:17.407,,,,2024/02/05 04:16:17.407,citydb_user,,,331
123,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000HLu,,,,,,,,,,,,,,,
124,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY2oD0000Y,473,UUID_dab9cbc8-5b46-4df8-bab1-a3567f58f376,,,,,2024/02/05 04:16:17.612,,,,2024/02/05 04:16:17.612,citydb_user,,,469
125,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RKP,,,,,,,,,,,,,,,
126,,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YDY,,,,,,,,,,,,,,,
127,"1000",Wohngebäude,,,"7",,,,,,,,"3000",Geplant und beantragt,"11000004016320001","9998",Nach Quellenlage nicht zu spezifizieren,"01632",Goslarer Ufer 1,"1",,,AX_Gebaeude,DEBE04YY50000ITl,1443,UUID_d8f05f6a-b750-4c2d-b04c-0e1b126dd0fa,,,,,2024/02/05 04:16:19.554,,,,2024/02/05 04:16:19.554,citydb_user,,,1421
128,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1RC0004C,,,,,,,,,,,,,,,
129,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440003","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 3,"3",,,AX_Gebaeude,DEBE04YY50000GqT,614,UUID_6ddfb092-15fe-4e20-8dc7-d9ebc27ab8ae,,,,,2024/02/05 04:16:17.856,,,,2024/02/05 04:16:17.856,citydb_user,,,582
130,"2523",Umformer,,,"1",,,,,,,,,,"11000004044240028","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg,,"28",,AX_Gebaeude,DEBE04YY500007nt,,,,,,,,,,,,,,,
131,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IaD,1694,UUID_28834074-96a6-4b45-a906-a3a33e6fbbc4,,,,,2024/02/05 04:16:19.951,,,,2024/02/05 04:16:19.951,citydb_user,,,1692
132,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004023140011","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße,,"11","1",AX_Gebaeude,DEBE04YY500002yH,1894,UUID_fce1fb63-3cad-4eb9-abc0-b7b5eb6a7366,,,,,2024/02/05 04:16:20.257,,,,2024/02/05 04:16:20.257,citydb_user,,,1888
133,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Y50004N,1666,UUID_db296c52-6a92-45be-8e5e-ff3a73e8eca7,,,,,2024/02/05 04:16:19.922,,,,2024/02/05 04:16:19.922,citydb_user,,,1639
134,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500004DT,,,,,,,,,,,,,,,
135,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500004s1,799,UUID_3df22472-b8a6-47fc-a9d8-93245cc88353,,,,,2024/02/05 04:16:18.106,,,,2024/02/05 04:16:18.106,citydb_user,,,764
136,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004014640002","4200",Aus Katasterkarten digitalisiert,"01464, 03312, 04359","Gallesteig 2, 4, 6, 8; Olbersstraße 29, 31, 33; Struvesteig 5, 7, 9, 11, 13",,,,AX_Gebaeude,DEBE04YY50000D7w,3520,DEB_LOD2_UUID_e0b1dad0-0acd-4975-bb73-2adafe8bed88_47c50c83-9451-4b8c-a60d-77f4a8817cb1,,,,,2024/02/05 04:16:22.333,,,,2024/02/05 04:16:22.333,citydb_user,,,3299
137,,,,,"20",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Cdc,,,,,,,,,,,,,,,
138,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RaR,,,,,,,,,,,,,,,
139,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240006","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 6,"6",,,AX_Gebaeude,DEBE04YY500008pH,301,UUID_8c8681b7-dded-481a-8e37-32f980b7f854,,,,,2024/02/05 04:16:17.310,,,,2024/02/05 04:16:17.310,citydb_user,,,300
140,"1010",Wohnhaus,"1400",Aufgeständert,"8",,true,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800015","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 15,"15",,,AX_Gebaeude,DEBE04YY50000EAO,1339,UUID_e8ab6ba1-6bff-462e-9ada-a37037142368,,,,,2024/02/05 04:16:19.402,,,,2024/02/05 04:16:19.402,citydb_user,,,1334
141,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140032","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 32,"32",,,AX_Gebaeude,DEBE04YY500007YH,1843,UUID_cd6314af-c524-44c4-8e4b-15be653b47a5,,,,,2024/02/05 04:16:20.171,,,,2024/02/05 04:16:20.171,citydb_user,,,1838
142,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240105","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 105,"105",,,AX_Gebaeude,DEBE04YY500005S1,2731,DEB_LOD2_UUID_0876420e-8d8c-46a0-b33f-e3fe5b7c5727_af24dfcc-8a2d-4d03-9c2e-07fedc8be544,,,,,2024/02/05 04:16:21.600,,,,2024/02/05 04:16:21.600,citydb_user,,,2154
143,"2020",Bürogebäude,,,"3",,,,,,,,,,"11000004051340030","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße 30,"30",,,AX_Gebaeude,DEBE04YY50000R0d,2774,DEB_LOD2_UUID_6995a9ba-b064-489e-8a23-03d0b9380210_28ee68d7-9d63-458a-b7bf-2481d918abc0,,,,,2024/02/05 04:16:21.627,,,,2024/02/05 04:16:21.627,citydb_user,,,2528
144,,,,,"1",,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000ARN,,,,,,,,,,,,,,,
145,"1010",Wohnhaus,,,"4",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004033120055","4200",Aus Katasterkarten digitalisiert,"03312","Olbersstraße 55, 55A, 55B, 55C, 55D",,,,AX_Gebaeude,DEBE04YY50000Qwb,2128,UUID_f9534814-1031-4497-a793-04ebec6706b2,,,,,2024/02/05 04:16:20.929,,,,2024/02/05 04:16:20.929,citydb_user,,,2120
146,,,,,"7",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Fjx,,,,,,,,,,,,,,,
147,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YtN,1874,UUID_02124ad2-7bfb-4c91-ae66-ea908d87cc33,,,,,2024/02/05 04:16:20.226,,,,2024/02/05 04:16:20.226,citydb_user,,,1857
148,"2523",Umformer,,,"1",,,,,,,,,,"11000004014840001","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"1","2",AX_Gebaeude,DEBE04YY500002hN,1621,UUID_b08ceca7-2bdb-4e3d-8028-c32c463ee2b2,,,,,2024/02/05 04:16:19.865,,,,2024/02/05 04:16:19.865,citydb_user,,,1603
149,,,,,,,,"2710",Schornstein im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YIB,2849,DEB_LOD2_UUID_16289621-bb4d-4553-a48f-b4e09a9e519d_4c051092-8833-4862-b0e7-55549dc323f4,,,,,2024/02/05 04:16:21.678,,,,2024/02/05 04:16:21.678,citydb_user,,,2169
150,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009Oe,1147,UUID_2ca78751-c0fb-4816-82b8-f3229d6a6637,,,,,2024/02/05 04:16:18.571,,,,2024/02/05 04:16:18.571,citydb_user,,,1144
151,"2463",Garage,,,"1",,,,,,"1300",Einzelgarage,,,"11000004048030010","4200",Aus Katasterkarten digitalisiert,"04803",Wernigeroder Straße,,"10","1",AX_Gebaeude,DEBE04YY500007AU,842,UUID_932077e6-2bea-4b17-ae4d-f43754ba2945,,,,,2024/02/05 04:16:18.166,,,,2024/02/05 04:16:18.166,citydb_user,,,820
152,"2520",Gebäude zur Elektrizitätsversorgung,,,"2",,,,,,,,,,"11000004016320007","4200",Aus Katasterkarten digitalisiert,"01632","Goslarer Ufer 7, 9",,,,AX_Gebaeude,DEBE04YY500002Dc,1221,UUID_8ad71183-15df-43a2-a4f8-28b27185468f,,,,,2024/02/05 04:16:19.136,,,,2024/02/05 04:16:19.136,citydb_user,,,1212
153,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500001pk,1237,UUID_45eebd78-f004-42fe-a2b4-805c0f341c11,,,,,2024/02/05 04:16:19.168,,,,2024/02/05 04:16:19.168,citydb_user,,,1223
154,"2520",Gebäude zur Elektrizitätsversorgung,"1400",Aufgeständert,"8",,true,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","8",AX_Gebaeude,DEBE04YY50000ATs,,,,,,,,,,,,,,,
155,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660023","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 23,"23",,,AX_Gebaeude,DEBE04YY50000Rgg,1373,UUID_38132779-2468-4703-aa38-fac9ca51b496,,,,,2024/02/05 04:16:19.467,,,,2024/02/05 04:16:19.467,citydb_user,,,1366
156,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660015","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 15,"15",,,AX_Gebaeude,DEBE04YY500008wm,1010,UUID_32d39122-7c66-47db-a985-243ae1646f10,,,,,2024/02/05 04:16:18.356,,,,2024/02/05 04:16:18.356,citydb_user,,,988
157,"2020",Bürogebäude,,,"7",,,,,,,,,,"11000004009260013","4200",Aus Katasterkarten digitalisiert,"00926, 03571","Darwinstraße 13, 15, 17; Quedlinburger Straße 5",,,,AX_Gebaeude,DEBE04YY500004D7,565,UUID_675db89a-febe-41a5-86e1-2c49e7fc353c,,,,,2024/02/05 04:16:17.772,,,,2024/02/05 04:16:17.772,citydb_user,,,558
158,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440001","4200",Aus Katasterkarten digitalisiert,"07080, 03344","Mierendorffplatz 9; Osnabrücker Straße 1",,,,AX_Gebaeude,DEBE04YY500007Us,1520,UUID_ed54b441-d314-448b-8ef1-725f9b9bea9a,,,,,2024/02/05 04:16:19.740,,,,2024/02/05 04:16:19.740,citydb_user,,,1509
159,"3065","Kinderkrippe, Kindergarten, Kindertagesstätte",,,"1",,,,,Sonderkindertagesstätte,,,,,"11000004033120015","4200",Aus Katasterkarten digitalisiert,"03312",Olbersstraße 15,"15",,,AX_Gebaeude,DEBE04YY500006Bh,1964,UUID_4b8c2481-bcc3-40b6-97da-0a233281cbda,,,,,2024/02/05 04:16:20.339,,,,2024/02/05 04:16:20.339,citydb_user,,,1947
160,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"02439",Klaustaler Straße,,"30","3",AX_Gebaeude,DEBE00YY2oD0000f,1321,UUID_7a8931d1-9f79-4c80-9c11-d958cef98e04,,,,,2024/02/05 04:16:19.367,,,,2024/02/05 04:16:19.367,citydb_user,,,1299
161,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003P,,,,,,,,,,,,,,,
162,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004044180037","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße,,"37","1",AX_Gebaeude,DEBE04YY50000JjD,364,UUID_e710b8f3-e00b-4032-8f5d-023126b07f26,,,,,2024/02/05 04:16:17.417,,,,2024/02/05 04:16:17.417,citydb_user,,,339
163,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006530007","4200",Aus Katasterkarten digitalisiert,"00653, 04424","Bonhoefferufer 7; Tegeler Weg 107",,,,AX_Gebaeude,DEBE04YY5000024v,1673,UUID_a6163fa2-e24d-4eb6-b345-425ceda75a8d,,,,,2024/02/05 04:16:19.926,,,,2024/02/05 04:16:19.926,citydb_user,,,1642
164,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YjK,1054,UUID_be43aafb-2168-41f7-be72-3a10062b84c4,,,,,2024/02/05 04:16:18.410,,,,2024/02/05 04:16:18.410,citydb_user,,,1026
165,"1010",Wohnhaus,,,"5",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004023750013","4200",Aus Katasterkarten digitalisiert,"02375","Keplerstraße 13, 13A",,,,AX_Gebaeude,DEBE04YY500004PP,2124,UUID_36519844-5c9e-4f99-8cc1-a73d85964b61,,,,,2024/02/05 04:16:20.900,,,,2024/02/05 04:16:20.900,citydb_user,,,2116
166,,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YMH,,,,,,,,,,,,,,,
167,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"2",,,,,,,,,,"11000004014840009","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 9,"9",,,AX_Gebaeude,DEBE04YY500007sX,2375,DEB_LOD2_UUID_3ccd79c4-a544-4b3e-bc52-a60259370790_3b2eda34-9783-4f7d-a4f9-59b90c7535a5,,,,,2024/02/05 04:16:21.330,,,,2024/02/05 04:16:21.330,citydb_user,,,2362
168,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,"1","1",,,,,,,,,"11000004022890086","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee,,"86","1",AX_Gebaeude,DEBE04YY50000Htw,1147,UUID_2ca78751-c0fb-4816-82b8-f3229d6a6637,,,,,2024/02/05 04:16:18.571,,,,2024/02/05 04:16:18.571,citydb_user,,,1144
169,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IuP,593,UUID_32118392-41f0-489b-8e50-6a8c3cd13b0c,,,,,2024/02/05 04:16:17.821,,,,2024/02/05 04:16:17.821,citydb_user,,,575
170,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","14",AX_Gebaeude,DEBE04YY50000JCt,2346,DEB_LOD2_UUID_39d38c80-d621-4046-bfc2-6553b88aaeb0_90c17f5a-806b-4a3a-b844-fa560e3e212f,,,,,2024/02/05 04:16:21.292,,,,2024/02/05 04:16:21.292,citydb_user,,,2235
171,"2020",Bürogebäude,,,"2",,,,,,,,,,"11000004014840001","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 1,"1",,,AX_Gebaeude,DEBE04YY500005hc,2850,DEB_LOD2_UUID_9d25d49a-b39e-4d6f-85ac-16200ed75064_3193f830-aeec-46d1-bb37-3119b30d4c1f,,,,,2024/02/05 04:16:21.682,,,,2024/02/05 04:16:21.682,citydb_user,,,2833
172,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180045","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 45,"45",,,AX_Gebaeude,DEBE04YY50000GKb,1768,UUID_df5284ad-e775-4cc5-a187-bda87863afb1,,,,,2024/02/05 04:16:20.035,,,,2024/02/05 04:16:20.035,citydb_user,,,1735
173,,,,,"10",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000EKj,,,,,,,,,,,,,,,
174,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004042020014","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße 14,"14",,,AX_Gebaeude,DEBE04YY500006P0,2471,DEB_LOD2_UUID_20bbbefc-7155-48e9-bd68-771fea7db6a6_fa612c2b-87af-4088-a5a4-d642ba6afc60,,,,,2024/02/05 04:16:21.412,,,,2024/02/05 04:16:21.412,citydb_user,,,2344
175,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004042020040","4200",Aus Katasterkarten digitalisiert,"04202",Sömmeringstraße,,"40","1",AX_Gebaeude,DEBE04YY500004ns,1010,UUID_32d39122-7c66-47db-a985-243ae1646f10,,,,,2024/02/05 04:16:18.356,,,,2024/02/05 04:16:18.356,citydb_user,,,988
176,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007Pi,,,,,,,,,,,,,,,
